,dr,dtheta,r,t,theta
0,-0.01592464370118044,-0.016666018513734532,2.999512206655621,0.01,2.999916668287045
1,-0.03184780577003777,-0.033328147995056775,2.999273342554869,0.02,2.999666692593103
2,-0.04776799734710424,-0.049982498837415346,2.9988752604402547,0.03,2.999250131255813
3,-0.0636837151340236,-0.06662518028578607,2.998317997518158,0.04,2.998667081514143
4,-0.07959343421258241,-0.08325229986195039,2.9976016061300728,0.05,2.997917679522749
5,-0.09549560090983913,-0.09985996278919605,2.996726154004529,0.060000000000000005,2.997002100372081
6,-0.11138862572459442,-0.11644427141625414,2.995691724580058,0.06999999999999999,2.995920558114249
7,-0.1272708763303429,-0.13300132464029335,2.9944984173985394,0.08,2.9946733057946515
8,-0.14314067066971514,-0.14952721732879917,2.9931463485680565,0.09,2.993260635489383
9,-0.15899627015526505,-0.16601803974017615,2.9916356512943,0.09999999999999999,2.991682878348423
10,-0.17483587299127484,-0.18246987694292086,2.9899664764793643,0.11,2.989940404644633
11,-0.19065760763104547,-0.19887880823322723,2.9881389933866656,0.12,2.9880336238285663
12,-0.20645952638390971,-0.21524090655089917,2.986153390370545,0.13,2.985962984589106
13,-0.2222395991859491,-0.2315522378934626,2.984009875668996,0.14,2.9837289749199623
14,-0.2379957075481192,-0.2478088607283865,2.9817086782578133,0.15000000000000002,2.981332122192027
15,-0.25372563869518416,-0.2640068254033427,2.9792500487643094,0.16,2.978772993231626
16,-0.2694270799085366,-0.2801421735544569,2.976634260438643,0.17,2.9760521944046725
17,-0.28509761308563253,-0.29621093751252736,2.9738616101806348,0.18000000000000002,2.9731703717067473
18,-0.3007347095284007,-0.31220913970721403,2.970932419619867,0.19,2.970128210859133
19,-0.31633572497259577,-0.328132792069231,2.967847036246694,0.2,2.966926437410812
20,-0.3318978948696535,-0.3439778954306055,2.964605834591709,0.21000000000000002,2.963565816846451
21,-0.34741832993217553,-0.35974043892310187,2.961209217451088,0.22,2.9600471547003955
22,-0.36289401195372034,-0.37541639937494475,2.9576576171551077,0.23,2.95637129667669
23,-0.37832178991310883,-0.39100174070601834,2.953951496877059,0.24000000000000002,2.9525391287751312
24,-0.39369837637296706,-0.40649241332175784,2.9500913519796494,0.25,2.948551577423385
25,-0.40902034418172295,-0.4218843535059981,2.94607771139591,0.26,2.9444096096151644
26,-0.4242841234877577,-0.4371734828130957,2.941911139041535,0.27,2.940114233054485
27,-0.43948599907387453,-0.4523557074596896,2.9375922352554724,0.28,2.9356664963059993
28,-0.45462210801970093,-0.4674269177165279,2.9331216382655527,0.29000000000000004,2.931067488951417
29,-0.4696884376990734,-0.48238298730084567,2.9285000256758105,0.3,2.9263183417520033
30,-0.4846808241188868,-0.4972197727698495,2.9237281159721342,0.31,2.9214202268171445
31,-0.49959495060529147,-0.5119331129159277,2.918806670042801,0.32,2.9163743577789756
32,-0.5144263468425346,-0.5265188281642871,2.9137364927103824,0.33,2.911181989973044
33,-0.5291703882691287,-0.540972719973795,2.9085184342714823,0.34,2.905844420624979
34,-0.543822295835414,-0.5552905702418878,2.9031533920407107,0.35000000000000003,2.900362989043134
35,-0.5583771361259612,-0.5694681407145032,2.897642311895258,0.36000000000000004,2.8947390768171557
36,-0.5728298218496258,-0.5835011724020883,2.8919861898164076,0.37,2.8889741080224254
37,-0.5871751126994325,-0.5973853850028369,2.886186073424308,0.38,2.883069549430305
38,-0.6014076165838227,-0.6111164763344227,2.8802430635022787,0.39,2.877026910724106
39,-0.6155217912301612,-0.6246901217756097,2.874158315506953,0.4,2.8708477447206975
40,-0.6295119461607391,-0.6381019737192444,2.8679330410605166,0.41000000000000003,2.864533647597639
41,-0.6433722450408744,-0.6513476610382665,2.8615685094213306,0.42000000000000004,2.8580862591257232
42,-0.6570967083980508,-0.664422788566514,2.8550660489292103,0.43,2.8515072629067824
43,-0.6706792167103947,-0.6773229365962461,2.8484270484216707,0.44,2.844798386616607
44,-0.6841135138621391,-0.690043660394458,2.841652958617447,0.45,2.837961402252797
45,-0.6973932109630812,-0.7025804897402373,2.8347452934636372,0.46,2.8309981263873447
46,-0.7105117905283961,-0.7149289284855739,2.827705631442848,0.47000000000000003,2.8239104204237333
47,-0.7234626110145408,-0.7270844541422226,2.820535616836754,0.48000000000000004,2.8167001908582927
48,-0.7362389117063437,-0.7390425174974172,2.8132369609425405,0.49,2.809369389545551
49,-0.7488338179497587,-0.7507985422614261,2.8058114432387438,0.5,2.8019200139672704
50,-0.7612403467241455,-0.7623479247501649,2.798260912497054,0.51,2.7943541075048315
51,-0.7734514125473315,-0.7736860336062985,2.7905872878367344,0.52,2.7866737597146076
52,-0.785459833706115,-0.7848082095625065,2.7827925597183527,0.53,2.778881106605916
53,-0.7972583388042844,-0.7957097652508279,2.7748787908736072,0.54,2.770978330921112
54,-0.8088395736196533,-0.8063859850622642,2.766848117168131,0.55,2.7629676624173403
55,-0.8201961082610536,-0.8168321250610887,2.7587027483942106,0.56,2.7548513781494237
56,-0.8313204446156783,-0.8270434129585924,2.7504449689904744,0.5700000000000001,2.7466318027533094
57,-0.8422050240766374,-0.8370150481512905,2.7420771386857057,0.5800000000000001,2.7383113087294664
58,-0.8528422355400691,-0.8467422018289219,2.7336016930640143,0.59,2.7298923167255524
59,-0.8632244236606529,-0.8562200171578904,2.72502114404874,0.6,2.7213772958176317
60,-0.8733438973538842,-0.8654436095461276,2.716338080302556,0.61,2.712768763789151
61,-0.8831929385330067,-0.8744080669956968,2.7075551675413685,0.62,2.704069287406841
62,-0.8927638110680536,-0.8831084505498159,2.6986751487597207,0.63,2.6952814826926192
63,-0.9020487699540173,-0.8915397948413294,2.6897008443655563,0.64,2.6864080151905236
64,-0.9110400706747669,-0.8996971087500476,2.680635152222304,0.65,2.677451600227625
65,-0.9197299787489418,-0.9075753761767412,2.6714810475964086,0.66,2.6684150031677856
66,-0.9281107794436875,-0.9151695569419782,2.6622415830085453,0.67,2.6593010396570653
67,-0.9361747876417589,-0.9224745878183856,2.6529198879869242,0.68,2.650112575859476
68,-0.9439143578471938,-0.9294853837053257,2.6435191687212116,0.6900000000000001,2.6408525286817106
69,-0.9513218943144673,-0.9361968389553814,2.6340427076157718,0.7000000000000001,2.631523865985373
70,-0.9583898612857618,-0.9426038288624624,2.6244938627410543,0.7100000000000001,2.622129606785144
71,-0.9651107933207407,-0.9487012113217519,2.6148760671821463,0.72,2.6126728214312185
72,-0.9714773057029931,-0.9544838286721283,2.6051928282836143,0.73,2.603156631774234
73,-0.9774821049071118,-0.9599465097320985,2.59544772678998,0.74,2.593584211310821
74,-0.9831179991102035,-0.9650840720406858,2.58564441588128,0.75,2.5839587853077797
75,-0.9883779087314724,-0.9698913243150944,2.575786620103359,0.76,2.57428363090277
76,-0.9932548769834068,-0.9743630691373598,2.565878134192697,0.77,2.564562077179292
77,-0.9977420804179955,-0.9784941058825336,2.555922821795734,0.78,2.5547975052136067
78,-1.0018328394513385,-0.9822792339013054,2.5459246140828258,0.79,2.5449933480911064
79,-1.0055206288499685,-0.9857132559702473,2.535887508257133,0.8,2.535153090889538
80,-1.0087990881621898,-0.9887909820231573,2.5258155659589088,0.81,2.5252802706263267
81,-1.0116620320777483,-0.9915072331771948,2.515712911565814,0.8200000000000001,2.5153784761671245
82,-1.0141034606991854,-0.9938568460676991,2.5055837303900668,0.8300000000000001,2.5054513480925653
83,-1.0161175697082945,-0.9958346775057051,2.4954322667733875,0.8400000000000001,2.4955025785200706
84,-1.0176987604111878,-0.9974356094722497,2.485262822080872,0.85,2.4855359108774087
85,-1.0188416496456005,-0.9986545544635638,2.4750797525950925,0.86,2.4755551396245634
86,-1.0195410795342015,-0.9994864612011639,2.464887467311878,0.87,2.465564109920346
87,-1.0197921270678516,-0.9999263207207115,2.4546904256394013,0.88,2.4555667172300164
88,-1.0195901135029457,-0.9999691728532365,2.444493135002348,0.89,2.4455669068700696
89,-1.018930613557196,-0.9996101131119645,2.4343001483531084,0.9,2.4355686734861903
90,-1.0178094643884608,-0.9988442999975076,2.4241160615920827,0.91,2.42557606046026
91,-1.0162227743414942,-0.9976669627335697,2.4139455108993464,0.92,2.415593159242166
92,-1.0141669314477908,-0.9960734094445611,2.4037931699800703,0.93,2.4056241086020584
93,-1.0116386116640173,-0.9940590357856315,2.393663747226238,0.9400000000000001,2.395673093798571
94,-1.0086347868348642,-0.9916193340345566,2.383561982797341,0.9500000000000001,2.385744345658445
95,-1.0051527323665264,-0.9887499026536789,2.37349264562289,0.9600000000000001,2.3758421395628866
96,-1.0011900345974,-0.9854464563286839,2.363460530329683,0.97,2.365970794335928
97,-0.9967445978530034,-0.981704836489364,2.3534704540969433,0.98,2.3561346710299933
98,-0.9918146511725527,-0.9775210223156988,2.343527253442536,0.99,2.3463381716038314
99,-0.9863987546950893,-0.9728911422305213,2.333635780943613,1.0,2.3365857374879577
100,-0.9804958056935147,-0.9678114858777669,2.323800901895143,1.01,2.3268818480327376
101,-0.9741050442453909,-0.9622785165827806,2.3140274909099143,1.02,2.3172310188342724
102,-0.967226058529871,-0.9562888842883926,2.3043204284636887,1.03,2.3076377999332984
103,-0.9598587897406528,-0.9498394389574638,2.2946845973892938,1.04,2.2981067738823846
104,-0.9520035366053959,-0.9429272444293281,2.2851248793235515,1.05,2.28864255367682
105,-0.9436609595025998,-0.9355495927140386,2.2756461511110118,1.06,2.279249780544737
106,-0.934832084167521,-0.9277040187045431,2.2662532811685727,1.07,2.2699331215921807
107,-0.9255183049792941,-0.9193883152828836,2.2569511258151227,1.08,2.260697267299067
108,-0.9157213878220289,-0.9106005487922455,2.247744525570438,1.09,2.251546928862223
109,-0.9054434725132671,-0.9013390748421728,2.238638301427629,1.1,2.242486835382013
110,-0.894687074793814,-0.8916025544095451,2.229637251103488,1.11,2.233521730889399
111,-0.8834550878735977,-0.8813899701929977,2.2207461452711574,1.12,2.2246563712106866
112,-0.8717507835288514,-0.8707006431733675,2.2119697237795717,1.1300000000000001,2.2158955206676585
113,-0.8595778127465761,-0.8595342493275168,2.2033126918642,1.1400000000000001,2.2072439486112847
114,-0.8469402059129013,-0.8478908364375455,2.1947797163536102,1.1500000000000001,2.1987064257877718
115,-0.8338423725426283,-0.8357708409319852,2.1863754218764475,1.1600000000000001,2.190287720536304
116,-0.8202891005479216,-0.8231751046901361,2.1781043870734234,1.17,2.181992594818494
117,-0.806285555044784,-0.8101048917352992,2.169971140818918,1.18,2.173825800080287
118,-0.7918372766966466,-0.79656190473734,2.1619801584568425,1.19,2.1657920729478115
119,-0.7769501795950714,-0.7825483012398378,2.154135858055374,1.2,2.1578961307595153
120,-0.7616305486782664,-0.7680667095221164,2.1464425966851985,1.21,2.1501426669377715
121,-0.7458850366887874,-0.7531202440017902,2.1389046667258684,1.22,2.1425363462040883
122,-0.7297206606724915,-0.7377125200791361,2.1315262922048896,1.23,2.1350817996429945
123,-0.7131447980214836,-0.7218476683207457,2.124311625174089,1.24,2.127783619620701
124,-0.6961651820644803,-0.7055303478765672,2.1172647421278277,1.25,2.12064635456567
125,-0.6787898972086908,-0.6887657590217215,2.1103896404675537,1.26,2.113674503619295
126,-0.6610273736379767,-0.6715596547124324,2.1036902350171585,1.27,2.1068725111660043
127,-0.642886381572725,-0.6539183510441567,2.0971703545935445,1.28,2.100244761253193
128,-0.6243760250975152,-0.6358487364996033,2.0908337386367717,1.29,2.09379557191254
129,-0.6055057355633138,-0.6173582798748517,2.0846840339040464,1.3,2.087529189395356
130,-0.5862852645715635,-0.5984550367733407,2.078724791231794,1.31,2.081449782335739
131,-0.5667246765481644,-0.5791476545600956,2.0729594623699477,1.32,2.075561435856404
132,-0.546834340915953,-0.5594453756723119,2.0673913968925075,1.33,2.069868145633103
133,-0.5266249238748981,-0.5393580391873174,2.062023839188349,1.34,2.0643738119345705
134,-0.5061073797998117,-0.5188960805550468,2.0568599255361497,1.35,2.0590822336558943
135,-0.4852929422659527,-0.4980705294094896,2.051902681267205,1.36,2.0539971023640966
136,-0.4641931147134634,-0.47689300538211665,2.047155018019806,1.37,2.0491219963755327
137,-0.4428196607621159,-0.45537571185003345,2.0426197310887315,1.3800000000000001,2.044460374885429
138,-0.42118459418837806,-0.4335314275625233,2.038299496873288,1.3900000000000001,2.040015572170505
139,-0.39930016857731454,-0.41137349610165885,2.0341968704272197,1.4000000000000001,2.0357907918861295
140,-0.3771788666623291,-0.3889158131457161,2.0303142831136687,1.4100000000000001,2.031789101479834
141,-0.35483338936622555,-0.36617281151812253,2.0266540403682414,1.42,2.0280134267432586
142,-0.33227664455751293,-0.3431594440194881,2.0232183195731044,1.43,2.0244665465246934
143,-0.30952173553631895,-0.31989116405579004,2.020009168044876,1.44,2.0211510876243426
144,-0.28658194926466873,-0.29638390409182347,2.0170285011389546,1.45,2.0180695198942042
145,-0.26347074435628737,-0.27265405197547427,2.014278100472754,1.46,2.0152241515641114
146,-0.24020173884143972,-0.24871842519498497,2.011759612270183,1.47,2.0126171248149234
147,-0.21678869772266215,-0.22459424314801124,2.009474545829534,1.48,2.0102504116191553
148,-0.19324552033755948,-0.2002990975176921,2.007424272116789,1.49,2.0081258098684716
149,-0.16958622754512898,-0.17585092086697468,2.005610022486203,1.5,2.0062449398064253
150,-0.1458249487523427,-0.1512679535778429,2.004032887529826,1.51,2.0046092407836387
151,-0.12197590879796018,-0.12656870927668493,2.002693816057495,1.52,2.003219968351292
152,-0.09805341471075886,-0.101771938900608,2.0015936142086264,1.53,2.0020781917072776
153,-0.0740718423595613,-0.0768965935718699,2.000732944696983,1.54,2.001184791507805
154,-0.050045623012600515,-0.05196178645857897,2.0001123261894094,1.55,2.000540458055473
155,-0.025989229823902907,-0.0269867538092519,1.9997321328193505,1.56,2.000145689873035
156,-0.0019171642644783778,-0.0019908153565786004,1.9995925938358015,1.57,2.000000792670131
157,0.022156057483809048,0.023006665708293513,1.9996937933881445,1.58,2.000105878708301
158,0.04621591815376032,0.04798632298556235,2.0000356704471565,1.59,2.000460866567551
159,0.07024791301979105,0.07292882713313303,2.0006180188623,1.6,2.001065481315671
160,0.09423756350835051,0.09781492594185258,2.0014404875552123,1.61,2.001919255079431
161,0.11817043077387354,0.12262548401375277,2.0025025808491392,1.62,2.0030215280147203
162,0.14203212922238154,0.14734152184121035,2.003803658933887,1.6300000000000001,2.004371449670636
163,0.16580833996492736,0.17194425409060368,2.005342938465669,1.6400000000000001,2.0059679807405493
164,0.18948482418318588,0.1964151269015238,2.007119493301066,1.6500000000000001,2.0078098951912353
165,0.21304743638962437,0.22073585402177906,2.009132255364128,1.6600000000000001,2.009895782759324
166,0.23648213756484684,0.24488845160917697,2.0113800156454786,1.6700000000000002,2.0122240518025705
167,0.25977500815489174,0.2688552715432206,2.013861425332105,1.68,2.014792932491817
168,0.28291226091147764,0.2926190331032527,2.0165749970663542,1.69,2.0176004803280168
169,0.305880253558419,0.3161628528840075,2.019519106332472,1.7,2.02064457996733
170,0.32866550126771465,0.33947027283483866,2.02269199296887,1.71,2.023922949336079
171,0.3512546889290811,0.36252528632480946,2.026091762804134,1.72,2.0274331440163036
172,0.3736346831970272,0.3853123621522167,2.0297163894146286,1.73,2.031172561881747
173,0.3957925442998973,0.4078164664337214,2.033563716001395,1.74,2.0351384479633836
174,0.4177155375956726,0.43002308232489644,2.037631457383886,1.75,2.039327899523029
175,0.439391144859701,0.45191822754047556,2.0419172021079297,1.76,2.043737871313171
176,0.46080707528993153,0.4734884696587133,2.046418414665171,1.77,2.0483651810009347
177,0.4819512762156562,0.4947209392098767,2.0511324378210944,1.78,2.0532065147339997
178,0.5028119434962081,0.5156033405638295,2.056056495048595,1.79,2.058258432826385
179,0.5233775315965338,0.5361239606458058,2.0611876930639306,1.8,2.0635173755422156
180,0.5436367633270451,0.5562716755226813,2.066523024461762,1.81,2.0689796689559627
181,0.5635786392356585,0.5760359549142395,2.0720593704458636,1.82,2.07464153086812
182,0.5831924466404594,0.5954068646950235,2.077793503651965,1.83,2.0804990767558844
183,0.602467768291964,0.6143750674622929,2.0837220910590775,1.84,2.086548325739125
184,0.6213944906545125,0.63293182125435,2.0898416969855464,1.85,2.092785206542702
185,0.6399628117968977,0.6510689765110115,2.096148786165973,1.86,2.0992055634371063
186,0.6581632488829231,0.6687789713743146,2.102639726905049,1.87,2.10580516214032
187,0.6759866452531802,0.6860548254326386,2.1093107943042577,1.8800000000000001,2.1125796956648095
188,0.6934241770899533,0.7028901320153458,2.1161581735573196,1.8900000000000001,2.1195247900946272
189,0.7104673596577827,0.7192790491478417,2.123177963310167,1.9000000000000001,2.1266360102786654
190,0.7271080531128522,0.7352162892786563,2.130366179081175,1.9100000000000001,2.133908865427228
191,0.7433384678750122,0.75069710789084,2.137718756737309,1.9200000000000002,2.1413388146002044
192,0.7591511695569052,0.7657172911097158,2.1452315560217716,1.93,2.148921272076239
193,0.7745390834453232,0.7802731424178977,2.1529003641287177,1.94,2.156651612593433
194,0.7894954985305852,0.7943614685865634,2.1607208993205194,1.95,2.164525176453175
195,0.8040140710804139,0.8079795649293542,2.1686888145830507,1.96,2.1725372744798244
196,0.8180888277554512,0.821125199982016,2.1767997013144225,1.97,2.180683192829965
197,0.8317141682642453,0.8337965997071116,2.1850490930425726,1.98,2.188958197646008
198,0.844884867556221,0.8459924313188923,2.193432469167093,1.99,2.197357539549862
199,0.8575960775518324,0.857711786818795,2.2019452587206767,2.0,2.205876457973331
200,0.8698433284097797,0.8689541663271126,2.210582844145548,2.01,2.214510185322784
201,0.8816225293318614,0.8797194612912437,2.219340565080259,2.02,2.22325395097645
202,0.8929299689067062,0.890007937645616,2.2282137221522142,2.03,2.232102985113503
203,0.9037623149943268,0.899820218993,2.237197580771352,2.04,2.241052522374793
204,0.9141166141540847,0.9091572698714668,2.246287374920372,2.05,2.250097805355764
205,0.9239902906193598,0.9180203791658545,2.2554783109369794,2.0599999999999996,2.2592340879327275
206,0.9333811448228505,0.9264111437172275,2.264765571283627,2.07,2.268456638424185
207,0.9422873514771097,0.9343314521785692,2.274144318300275,2.0799999999999996,2.277760742589448
208,0.9507074572155634,0.9417834691598368,2.283609697935763,2.09,2.2871417064672244
209,0.9586403777998883,0.9487696197005376,2.2931568434534104,2.0999999999999996,2.296594859057263
210,0.9660853949002773,0.9552925741032677,2.302780879106557,2.11,2.3061155548485046
211,0.9730421524557096,0.9613552331570685,2.3124769237797924,2.1199999999999997,2.3156991761974908
212,0.979510652621978,0.9669607137751919,2.322240094591729,2.13,2.3253411355610667
213,0.9854912513157925,0.9721123350677543,2.3320655104552177,2.1399999999999997,2.335036877587613
214,0.9909846533638798,0.9768136048659755,2.3419482955910347,2.15,2.3447818810712566
215,0.9959919072665417,0.9810682067111024,2.35188358299111,2.1599999999999997,2.354571660773632
216,1.0005143995857038,0.9848799873178361,2.3618665178275173,2.17,2.3644017691178996
217,1.0045538489679944,0.9882529445190004,2.371892260803502,2.1799999999999997,2.374267797759804
218,1.0081122998139302,0.9911912156954107,2.381955991442965,2.19,2.3841653790405966
219,1.0111921156047614,0.9936990666923263,2.392052911314917,2.1999999999999997,2.394090187326691
220,1.013795971899015,0.9957808812215652,2.4021782471895397,2.21,2.404037940240918
221,1.0159268490112316,0.9974411507462632,2.412327254122606,2.2199999999999998,2.414004399790212
222,1.0175880243858215,0.9986844648434047,2.422495218465167,2.23,2.423985373394541
223,1.0187830646793838,0.9995155020375868,2.4326774607954915,2.2399999999999998,2.4339767148218265
224,1.019515817565227,0.9999390210980323,2.4428693387704414,2.25,2.44397432503352
225,1.019790403274197,0.9999598527895968,2.453066249893553,2.26,2.453974152945431
226,1.0196112058862639,0.999582892067424,2.4632636341972765,2.27,2.4639721961082923
227,1.0189828643876513,0.998813090703987,2.4734569768369354,2.28,2.47396450131244
228,1.0179102635085826,0.9976554503364677,2.4836418105941616,2.29,2.4839471651208838
229,1.0163985243569988,0.9961150159218111,2.4938137182876607,2.3,2.4939163343348874
230,1.0144529948638532,0.9941968695862791,2.503968335089372,2.31,2.5038682063960995
231,1.0120792400558147,0.9919061248559558,2.514101350744196,2.32,2.5137990297290798
232,1.0092830321714055,0.9892479212543752,2.5242085116916555,2.3299999999999996,2.5237051040279908
233,1.0060703406367835,0.9862274192532745,2.5342856230880066,2.34,2.533582780491036
234,1.0024473219175176,0.9828497955623827,2.5443285507274656,2.3499999999999996,2.543428462006111
235,0.9984203092628311,0.9791202387441494,2.5543332228614113,2.36,2.553238603290999
236,0.9939958023588855,0.9750439451393795,2.564295631914555,2.3699999999999997,2.5630097109912646
237,0.9891804569077386,0.9706261150898635,2.5742118360972603,2.38,2.5727383437389175
238,0.9839810741486629,0.9658719494442711,2.5840779609133477,2.3899999999999997,2.582421112174714
239,0.9784045903385145,0.9607866463337977,2.5938902005628997,2.4,2.5920546789368886
240,0.9724580662078435,0.9553753982043276,2.6036448192397255,2.4099999999999997,2.6016357586189307
241,0.9661486764093865,0.9496433890921648,2.6133381523233443,2.42,2.611161117698914
242,0.9594836989755303,0.9435957921307264,2.6229666074654774,2.4299999999999997,2.6206275744427434
243,0.9524705048012313,0.9372377672759307,2.6325266655712336,2.44,2.63003199878358
244,0.9451165471687728,0.9305744592383977,2.6420148816753124,2.4499999999999997,2.639371312179557
245,0.9374293513305841,0.9236109956109574,2.6514278857137437,2.46,2.648642487451807
